Stars,Review Text,Review Date,Review Usefulness,Random,Sentiment Label,Sentiment Score
3.0 out of 5 stars,"I've had my Roomba for about a month. It is okay. If you spent a little more and got the one that maps your house it probably would bump less. It's whatever. The real issue is it's suction power. It basically has none. It can suck up things but it takes it going over them several times. The fur usually gets sucked up if it goes directly over it but a lot of times it just kind of floats away. If you need a product that can just lessen the amount you have to use the larger vacuum then great. If you're depending on this to be your one and only, You will be gravely disappointed.","Reviewed in the United States on February 2, 2021",One person found this helpful,1,NEGATIVE,0.896022617816925
5.0 out of 5 stars,"I purchased this as a gift for my wife for Christmas (violating my rule of don't buy your wife something you plug in for Christmas ;) so was hopeful it would work as advertised. In using it over the last month we have been very pleased. It covers four rooms that are on the same level in our home (kitchen, dining room, living room and main entry way). The flooring is vinyl and 1 room has a large rug.  I use it 3-4 times a week. We turn it on when leaving for the day and have always been very pleased with how clean the floor and rug are when I return home.  The first week we had it we were dog-sitting for a friend. This dog shed a lot of hair! It did a great job picking up the dog hair. My only issue has been getting the app to load and work but the robot does just fine by walking across the room and pushing the start button. We have been very pleased. I have tried to stay diligent in cleaning the brushes so they don't get full of hair, etc. I would recommend this model to anyone who is interested.","Reviewed in the United States on January 11, 2021",One person found this helpful,1,POSITIVE,0.9983296394348145
1.0 out of 5 stars,Vacuum gets stuck in the same place all the time. Tries to go underneath cabinets which it can’t fit under. Vacuum can never find its way home even though it is placed in an open area. I would not purchase this product again.,"Reviewed in the United States on July 28, 2020",One person found this helpful,1,NEGATIVE,0.9997311234474182
5.0 out of 5 stars,"I LOVE this vacuum. It has limited my times spent cleaning and is very easy to manage.The only downfall is that it sometimes has trouble understanding the apartment, so will miss spots and go over other areas many times. I sometimes have to pick it up and redirect it or take it to another room.It does a great job of avoiding furniture and other things (shoes etc.) on the floor and is also good at rolling over wires and the small step of doorframes.","Reviewed in the United States on March 14, 2021",One person found this helpful,1,POSITIVE,0.6350771188735962
5.0 out of 5 stars,This vacuum works great! I have 2 dogs that shed a lot and my house is half carpet / half hard floor. It does well transitioning between the two types of flooring and picks up all the dog hair. It connects to my phone and my Alexa so I can start it from either of those or push the button on the vacuum. My dog has learned how to push the button to stop it so I have to keep an eye on him while it is running or he will stop it.,"Reviewed in the United States on April 27, 2021",One person found this helpful,1,POSITIVE,0.8882861733436584
5.0 out of 5 stars,"I am quite smitten with this Roomba! I bought it for my small condo with marble floors and a couple of small rugs. I do not have room for or need for large product so I gave this a try. Quick delivery, easy setup and this little Roomba picks up dog and cat hairs as well as cleaning my 2 rugs, it does a nice job! I have to empty it every 2nd or 3rd time it picks up so much! I just pour a glass of wine and watch “Alice” clean for me! Occasionally it gets stuck, but most of the time it frees itself and off it goes! So far, about 25 cleaning jobs later, I have no complaints!","Reviewed in the United States on February 17, 2020",One person found this helpful,1,NEGATIVE,0.9076137542724609
1.0 out of 5 stars,"Very poorly programmed. Misses spots, gets stuck, and cant even dock properly. Its a cool concept but we have to be real here its not worth the money and it doesn't clean well. I wouldn't spend more than $30 on something like this. Returning asap!!","Reviewed in the United States on June 8, 2020",One person found this helpful,1,NEGATIVE,0.9997839331626892
1.0 out of 5 stars,"Have had it for 2 years and this is my honest review: this vacuum sucks. I’ve been in the flooring industry for 20 years and this is the worst carpet cleaning I have ever seen. Does not do a recommended job for proper cleaning. I recommend a standard carpet vac...it has more suction power and doesn’t roam around aimlessly. This roomba should cost only $40, it’s that bad. If you think being lazy and laying around having this robot clean for you is working you are either dumb or blind and never look at your carpet. Avoid this purchase!","Reviewed in the United States on January 23, 2021",One person found this helpful,1,NEGATIVE,0.999077320098877
4.0 out of 5 stars,"Does a great job cleaning but...unbelievably noisy. Really. I normally have no problem working on line when a vacuum is running but the loud whining made being in the same room very difficult.  Also, wouldn't clean the kitchen unless physically carried there, and the kitchen was open floor plan and next to the docking station. We tried a complete reboot but it didn't work.  No modem in kitchen,  just standard appliances - no smart appliances  - and plenty of light. Easy to clean, good cleaning, but returned.","Reviewed in the United States on July 26, 2020",One person found this helpful,1,NEGATIVE,0.9981085658073425
4.0 out of 5 stars,"Es una buena solución. Se limpia fácil salvo por los pelos largos  q se enredan en los cepillos y ruedas q dan un poco más d trabajo. Lo peor es q hace mucho ruido, no la toleras en tu misma habitación. Fue una buena compra. Para los pisos de parquet es bárbara porq saca bien la mugre d cada ranura. Para alfombras pelo largo no sirve, se tranca","Reviewed in the United States on August 10, 2019",One person found this helpful,1,NEGATIVE,0.9922533631324768
1.0 out of 5 stars,"At first I thought our  “Rosie” was doing a good job, but it doesn’t pick up a lot.  It goes over fuzz/threads on our rugs and doesn’t pick it up.  On the hardwood floors it gets a little of the dog hair, but not enough to warrant the cost.  It just blows it around. The brushes spin, hit it, and out it comes flying!  I’m going to try cleaning it, but it’s really not worth the money spent.....and the space it takes up against the wall.  Oh, I’m currently sending it to Home Base and I started that command 15 minutes ago.  It ended up in another room entirely so I brought it in and sat it two feet from Home Base and it’s wandering around like a lost child!  I always have to shut it off, pick it up and carry it over myself.","Reviewed in the United States on March 6, 2019",2 people found this helpful,1,NEGATIVE,0.9994850158691406
1.0 out of 5 stars,UPDATE:  I would NOT recommend this for wood floors.  We started seeing white marks that look like scuffs or dirt on the floors.  It will not come off with regular cleaning.  I am now trying to figure out how to get these marks off my new wood floors.  I have subsequently read that this item can damage some wood floors.  I am hoping I can get the marks off but I would not recommend this product for use on wood floors.Overall very good for the value.  We have lots of pet hair and dust due to construction but this still cleans up very well.  Only negative is that you really have to clean it out good each time after cleaning.  This has lots of spots for pet hair to get stuck in.  Works better on dirt.  If you have a lot of pet hair you may want to consider a different product but this works very well overall.,"Reviewed in the United States on January 25, 2021",2 people found this helpful,1,NEGATIVE,0.9922827482223511
1.0 out of 5 stars,Got stuck so often we switched to manual canister vac. At 88 days of 90 day warranty it failed to charge. Multiple attempts to get help from the company failed. It said I had registered the product but failed to respond. Amazon return window was 30 days so we missed that. We decided to put in trash. We highly recommend you not buy this or any other iRobot product. We just ate the $300 loss as a lesson learned. You do not need to follow our example. DO NOT BUY IT.,"Reviewed in the United States on November 25, 2020",2 people found this helpful,1,NEGATIVE,0.9997507929801941
1.0 out of 5 stars,"This worthless piece of crap always stops because it thinks it's on a cliff edge, even though there are no stairs in my apartment. There is no Roomba-sanctioned way to disable the cliff censors, so I wasted my money on this thing!","Reviewed in the United States on June 2, 2020",2 people found this helpful,1,NEGATIVE,0.999790370464325
3.0 out of 5 stars,"This product works has a vacuum cleaner just fine but don't be fooled by some of the tech hype.  The vacuum easily gets stuck under items, after three days it's gotten stuck under the corner of my couch, under the lip of the dish washer and under one of my coffee tables. I had block block off there areas to keep thing moving.  For the returning home when done part:  I tries to return home when the battery gets low; but it has no idea where home is unless it's within about 6 FT and has direct line of sight.  The cleaning pattern is random, nothing at all intelligent about it.  If your trying to clean more then one room on a single level and the robot is a room separate from the docking station it's won't find before the battery dies.  It does a great job at the cleaning part, horrible job at the robot part.","Reviewed in the United States on June 8, 2020",2 people found this helpful,1,NEGATIVE,0.9965158700942993
5.0 out of 5 stars,"Rosie the Roomba does a great job picking up my hair (which is very long) as well as my two cats' hair. Much easier to just prep the house (pick up loose things on the floor, move some furniture around) and start Rosie than to vacuum--which forces my teenager to pick up her room! Also helped us take control of the flea problem we were having. Connects to the app and lets you know when she's stuck, low on battery, or done with the job (and she returns to her dock to recharge). Easy to empty bin (just remember to do it every time as it's not very big). Very happy we finally got her!","Reviewed in the United States on June 2, 2020",2 people found this helpful,1,NEGATIVE,0.9890844225883484
5.0 out of 5 stars,"1st best was lasik.Like others suggested, I started with a clean house and have the vacuum run daily. There are 2 cats and 2 preteens living in my house, as a single dad sometimes its hard to get to everything, this makes it much easier. I have it set to run while we're not home daily - no more cat fur, no more stepping on crumbs the kids didn't notice. I absolutely love this product. Also gets under beds.Run it daily.Empty it daily.Expensive but worth every penny.","Reviewed in the United States on August 23, 2020",2 people found this helpful,1,POSITIVE,0.9948293566703796
4.0 out of 5 stars,The wife wanted one of these for Christmas so she got one. We have a couple dogs and the hair does add up fast. This will pick up some of the hair but I wouldn't tell anyone it does carpets all too well. It gets stuck under things almost every time she runs it. She runs it during the night while we sleep but it wakes me up about half the time because I hear it bumping in to walls or pushing toys across the hardwood floors. First few times she used it at night I got up expecting a burglar. Not quite as impressed a I expected to be.,"Reviewed in the United States on April 13, 2019",2 people found this helpful,1,NEGATIVE,0.9941018223762512
1.0 out of 5 stars,"This product worked as it should during the first six months I had it. After that, the battery started to go. I live in a 500 sq feet apartment and this would die after going through 1/3 of the space. Now, the battery does not charge at all even after cleaning the charging port. The vacuum is essentially useless. If you're looking for a short-term vacuum, then sure. But not something that lasts.","Reviewed in the United States on September 25, 2020",2 people found this helpful,1,NEGATIVE,0.9997463226318359
5.0 out of 5 stars,If I could give this little guy more than 5 stars I would! He’s not the brightest robot out there. Gets stuck. Tries to climb or go under things he shouldn’t.... lol. But omg. I have 2 cats and a dog. I run my roomba everyday. And IVE NEVER SEEN SO MUCH HAIR. it vacuums the same rooms everyday and still full canister after full canister. I am amazed. I live in a split level so all I have to do is carry into whatever room or level I want it to vacuum and it goes and goes! It shuts off automatically when the job is complete. I love the spot clean feature. Just clean it like you should and it will do a GREAT job.,"Reviewed in the United States on January 10, 2020",2 people found this helpful,1,NEGATIVE,0.9942291378974915
5.0 out of 5 stars,"We love this robot. We have had it for about a week now. It has ran every night as scheduled and a couple times during the day so we could see where it might get stuck and fix and issues that might come up in the night. We have 4 kids, a dog (low shedding), and a cat. One of the best things about it is the kids have to clean up every night so Bucket (the decided name) can run with no problems. I get up on the morning to a clean house. We have a multi floor house but have about 900-1000 square feet on our main floor and it cleans it all in one charge. Hard floors and carpet. Although we did have a higher pile rug that we took out that it couldn’t do. It’s quiet enough that we can talk, watch tv, play video games and all that stuff with no problems while it’s running. I’m still figuring out all the Alexa commands but it’s paired easily enough and works just fine. It’s definitely worth it and we are all in love.","Reviewed in the United States on December 10, 2019",2 people found this helpful,1,POSITIVE,0.9948632121086121
1.0 out of 5 stars,"So far, I am unimpressed with this and it may be returned shortly.  It is so Incredibly loud thatIt wakes me up when it it starts cleaning at 3:00 am on the floor below us. This is the number one issue for Certain. All of my floors on the main level are hardwood or linoleum.  It gets trapped on a small, very low pile rug in my entry way.  Frequently it does not make it back to its charging dock securely enough to be charging.  A friend of mine raved about hers, which is why I made the purchase, but it has been a headache thus far.  If we can’t get better results very soon it is going back.","Reviewed in the United States on February 15, 2020",2 people found this helpful,1,NEGATIVE,0.9742948412895203
5.0 out of 5 stars,This cleans up so much dust and cat hair.  I am very pleased at how well it removes particles from the floor.  I bought it to clean under the beds but it works great on the living room carpet.  I feel comfortable having the 1 year old twins crawling around after it cleans.  Dirt cup is easy to empty and extra filter in nice as I can wash one and use the other.  Clean up all the cat toys and wires as this will suck them up along with the dirt. Goes from bare floors to carpet without trouble.,"Reviewed in the United States on August 23, 2020",2 people found this helpful,1,POSITIVE,0.998489499092102
1.0 out of 5 stars,"My unit had a hard time cleaning up anything. It kinda just blew things around and ran over it without really sucking up the majority of things. Additionally, it got stuck in my doorway because the lip of the carpet was too high (even though it shows in the pictures that should definitely be able to climb over it). It also wasn't able to go over my rug, which wasn't that high either.","Reviewed in the United States on November 2, 2020",2 people found this helpful,1,NEGATIVE,0.9995973706245422
5.0 out of 5 stars,"I've spoken to a lot of people, all pet owners, who say that they've broken several of these. I can say that this is 100% due to neglect of the device.We have 3 cats and this thing is amazing.Also, my Roomba 675 B2-T2 Droid is cooler than yours!2 coats flat grey primer2 coats flat olive drabOlive drab dark wash.Hull red and rust wash.More olive drab.I'll be painting the top of the B2-T2 Droid a lighter shade of green or greenish-yellow, and adding some other details to make this a unique service droid. :) Yes, there are decal kits for these but i prefer to hand paint for weathering effects.","Reviewed in the United States on June 1, 2020",2 people found this helpful,1,POSITIVE,0.8387002944946289
5.0 out of 5 stars,"2 women with long hair, a Border collie, 2 cats in the house. I don't like leaving a review until I've had a good chance to use the product. I've been using the Rumba now for well over a month and it is totally awesome. My floors have never been cleaner. Gobbles up dog hair and dirt. Gets every nook it can reach. I have it programed to vacuum everyday- took a couple of weeks to really get CLEAN floors. Boy do my carpets look awesome now. I've taken Rumba to the basement and I'm grossed out by all the dead bugs and dirt it finds, but hey- my basement has never been cleaner. LOVE LOVE LOVE this vacuum. I highly recommend it. One criticism or dislike is that it rarely finds its dock, definitely NOT a deal breaker. I wish I had one of these when the kids were small.","Reviewed in the United States on May 11, 2021",2 people found this helpful,1,POSITIVE,0.9970496892929077
4.0 out of 5 stars,"We've been using this for a while now.  There are things we love about it (Alexa enabled, easy to use phone app, cleans certain areas really well) and there are things that are not so impressive (won't climb to clean a shaggy area rug, has difficulty returning to base, does not come with barriers).  We set it to go off daily at specific times which it does but will sometimes get stuck.  I am reading that these issues are common with most of these robot vacuums so I shouldn't be too critical, especially for the relatively reasonable price for a name brand compared to others.","Reviewed in the United States on January 6, 2020",2 people found this helpful,1,NEGATIVE,0.8099439144134521
4.0 out of 5 stars,"This 675 is our third and newest Roomba.  All do a good job; the oldest had a more limited battery.  Battery problem is solved here.  Cleaning is excellent.  However, this 675 takes at least ten minutes to empty and clean out.  Hair and dust clumps get caught around the brushes in the brush rollers and have to be picked out, tediously.  The other Roombas we have use rubber rollers that are much easier to clean and can be cleaned in a couple of minutes.  Since we clean the Roombas every time we use them, the caught hair in this one makes it our least favorite.","Reviewed in the United States on May 11, 2020",2 people found this helpful,1,NEGATIVE,0.9930384159088135
4.0 out of 5 stars,I have my roomba running first thing in the morning every single day. It does about an hour cleaning downstairs and everyday I clear out the dirt tray and it’s full! You cannot see the crumbs or dirt on the floor but when you see it all piled up in the tray it looks pretty gross. We have 2 kids who are always snacking and coming in and out of the house so this vacuum has been extremely helpful.The only thing I can’t get used to is the noise. It’s loud but just like any other vacuum.,"Reviewed in the United States on May 27, 2021",2 people found this helpful,1,NEGATIVE,0.9981259107589722
5.0 out of 5 stars,"Hands down the best purchase we made in 2019! We have it set up to go clean at 2:00am and it’s done well before we get up for work at 4:45am. We were a little worried about how noisy it would be and if it would wake up our dog, but she doesn’t mind it and we haven’t heard it at all. We have a husky and the amount of hair she produces is ENDLESS even with vacuuming a few times a week 😭 but this machine works it’s magic and every morning we wake up to hair free floors. I will note that we had a thin rug with fringe that it would always catch on, but we moved the rug upstairs and now we have no issues. Highly recommend!","Reviewed in the United States on January 9, 2020",2 people found this helpful,1,NEGATIVE,0.95647132396698
5.0 out of 5 stars,"Love this little guy! I have a HUGE dog (160 lbs) who sheds a LOT (Anatolia shepherd, so its medium length hair) and I hated how often I had to vacuum.  Ever since Skittles (that's the new iRobot vac) came into my life, I wake up daily to clean floors.  He starts his daily routine at 6 and is usually done by about 730....as an added bonus, its hilarious to watch the dog act like he's going to eat Skittles only to chicken out and run away at the last moment.","Reviewed in the United States on November 2, 2020",3 people found this helpful,1,POSITIVE,0.9245738387107849
1.0 out of 5 stars,"The vacuum works good as far as picking up dirt from the floor , the problem is it gets trapped in corners of the room or under chairs or on the corner of an area rug etc .... the whole point of buying one of these is so you don’t have to walk around behind a vacuum but I should have just bought a nice shark or dyson instead","Reviewed in the United States on June 24, 2020",3 people found this helpful,1,NEGATIVE,0.9952265620231628
2.0 out of 5 stars,"I have had this vacuum for 6 mo.  At first it seemed to clean ok (not great).  I actually had a less expensive brand that amazon used to carry (150$) that I bought just to try the robot vacuum thing out.  I had it for a year it was an amazing cleaner! I would run it after I ran my big vacuum and it still picked enough stuff to fill it'shuge dust bin.  So I gave the older cheaper model to my son in order to buy a more expensive brand name version...BIG mistake! First the dust bin is tiny and I would have to empty it out at least twice during it's running cycle, when it was actually working.  The filter takes up too much room in the dust bin. It will run for almost two hours but leaves all kinds of stuff behind and I would have to come behind it with the big vacuum. So what is the point?? It ran for two hours this morning. I went to empty the dust bin after about 45 min. and the dust bin was EMPTY! It had not picked up anything.  Took all the brushes out and cleaned everything, tried it again. It was a bit better this time at least there was something to empty.  In my opinion the cheaper vacuum cleaned better at a year old than this one did brand new! I decided to write this because I am on Amazon looking for a replacement for this stupid thing after only six months!  It was a waist of money.","Reviewed in the United States on July 23, 2020",3 people found this helpful,1,NEGATIVE,0.9976997375488281
5.0 out of 5 stars,"Works great! Have had for 5 months. I have dark wood flooring, carpet and vinyl. It took the Roomba a few days to get used to finding its home base and to go over the transition pieces but has had no issues with that after the first few days. I have it cleaning about a 1200sqft area and it does awesome. It sucks up hair, Cheerios, nerf darts, little kid socks. It does a surprisingly good job on carpet! Some people say that the collection bin is too small- how dirty is your house!? I empty it about once a week unless it gets some nerf darts in it. This thing is amazing and I highly recommend. The app to schedule it to run while you are at work is the key.","Reviewed in the United States on May 22, 2020",3 people found this helpful,1,POSITIVE,0.9758746027946472
1.0 out of 5 stars,"Ok I bought on the amazon warehouse / return version as it noted a small cosmetic scratch. Hummm box was damaged and no scratch. Unfortunately, the 675 had network issues and would not go into WiFi connection mode. Spent 90 minutes on hold w Rumba with someone speaking a foreign language. It wasn’t English. They escalated to an email where they wanted all my network info and every aspect of my network! Are u kidding me? The device will not go into finding network mode so why would it be my network?","Reviewed in the United States on December 3, 2020",3 people found this helpful,1,NEGATIVE,0.9980985522270203
5.0 out of 5 stars,"I absolutely Love my roomba. I was very skeptical about a robot vac but this is just amazing. It cleans well, it goes from hardwood to carpet easily and efficiently, it gets into corners, under beds, dressers, furniture whereas my dysentery doesn’t fit, it saves me so much time and labor. I just can’t figure out how it seems to know where to go. It even knows where the stairs going down are and stops, turns around and off it goes. Love, love, love it and very reasonably priced too.","Reviewed in the United States on December 5, 2020",3 people found this helpful,1,POSITIVE,0.9973973631858826
1.0 out of 5 stars,"Jesus this thing is dumb. Seriously! I spend more time chasing him around getting him unstuck than he does vacuuming and I dont have an obstacle course he has to run through. It will vacuum the same spot 100 times and completely miss 50% of the room. Constantly and I mean CONSTANTLY gets hung up in the same spot. You would think it could navigate a kitchen table, nope, it will spend 30 minutes trying to get around one leg....","Reviewed in the United States on December 31, 2019",3 people found this helpful,1,NEGATIVE,0.9996197819709778
4.0 out of 5 stars,"Wasn't sure at first but now I am feeling this was a good purchase. I have used this for a while but resisted writing a review because I wasn't sure about the suction power. I did a test. I swept my area rug and floors and put all the debris in the center of the room. I set the roomba to spotclean and it sucked it right up. I also walked on my bare feet, which I never do, and the floor was clean. I can say this is a good vacuum. My only complaint is that it is louder than I wanted, since I live in an apartment building, and want to avoid annoying my neighbors. Hence, 4 stars.","Reviewed in the United States on December 11, 2018",3 people found this helpful,1,NEGATIVE,0.970203161239624
5.0 out of 5 stars,"First I purchased a slightly cheaper look alike, it couldn't deal with my multicolored/speckled floors and just spun in circles then fell off every ledge. I returned it and paid a bit more for the Roomba. This machine is like a maid in the house who just improved my overall existence ten fold!! No joking. My husband and dogs make every surface, especially floors crumb magnets, this has stopped that (or me noticing) entirely. I should have got this years ago.","Reviewed in the United States on August 21, 2020",3 people found this helpful,1,NEGATIVE,0.9994112253189087
5.0 out of 5 stars,I decided to try one of these since the price was right and I had heard good things about them.  I am so glad I got my IRobot.  I named her Rhonda (the Robot) because she really does clean up dust and cat hair very well.  Having two cats and two people living here much of the time I got so tired of running the vacuum cleaner every day so now I run my IRobot a couple of times a week and she gets the job done.  Highly recommend.,"Reviewed in the United States on February 5, 2021",3 people found this helpful,1,POSITIVE,0.9995990991592407
1.0 out of 5 stars,"I have contractor grade flooring, nothing special. This roomba wouldn’t go from my linoleum to my low pile carpet. Called the company several times, measured everything for them and they said it wouldn’t work. My friends have roombas and they have no problem going from one flooring to another. There is no indication anywhere when reading description that this would be a problem. No help from roomba. Returned it.","Reviewed in the United States on February 18, 2020",2 people found this helpful,1,NEGATIVE,0.9987707734107971
1.0 out of 5 stars,"This product doesn’t really do a good job at all. We got it to help keep the floor clean in between deep cleans, and while it’s able to pick up cat hair, it just pushes all other kinds of dirt/debris around. I might as well just use a broom!Of course I’ve missed the return window by 2 days, so have a shiny, twice-used Roomba-shaped paperweight taking up space in my living room.Very disappointed (and Amazon customer service was abysmal).Look elsewhere, buy a different product.","Reviewed in the United States on February 2, 2021",2 people found this helpful,1,NEGATIVE,0.9997062683105469
4.0 out of 5 stars,"I LOVE this thing! We have a heavy shedding dog, and it’s awesome to be able to run a sweep cycle mid-day and come home to clean floors.The big downside is the noise- it’s pretty loud, so I really only like sending it around when I’m not home. The cycles take about an hour and a half for three medium-sized rooms, which is about all the batter can do. It will not leave your house spotless, but it made a huge difference for us in cutting down on loose bits tracked in by daily in/out activity and dog hair.I would recommend it as long as you’re not hoping to run it while at home.","Reviewed in the United States on January 9, 2020",2 people found this helpful,1,POSITIVE,0.9990681409835815
5.0 out of 5 stars,"Let me just say I am very happy with my purchase! This little vacuum has saved me a lot of cleaning time. I have three dogs and babysit dogs for a living so you can imagine the hair and dander I have all around my house. I have this little guy clean twice a day and can feel the difference on my feet and in my nose. It makes minimum noise and gets the entire room eventually, by that I mean it doesn't go in a straight line but within 20 minutes it will get half your house done. I would change it after every job and make sure to clean the brush so it will last longer and you get your moneys worth.","Reviewed in the United States on January 4, 2020",2 people found this helpful,1,POSITIVE,0.8138373494148254
1.0 out of 5 stars,"There is no doubt this machine can suck up dirt but mine traveled the same route over and over and over again. Plus, no one ever tells you before you buy one that you have to “prep” the room for cleaning: pull up long curtains, check for loose cords on things plugged into the wall, move pet food dishes off the floor, etc. Sure, there are additional accessory items one can BUY to make these things less of a hassle but I didn’t want my apartment to look like it was booby trapped. Maybe my expectations were unrealistic. The thing is cute to watch and definitely sucks up the dirt - from only one path in my case! I returned mine. (Easy return, BTW - thanks, Amazon!)","Reviewed in the United States on May 29, 2021",2 people found this helpful,1,NEGATIVE,0.9984312057495117
1.0 out of 5 stars,"This unit is not smart in any way.  It cleans the same spots over and over and misses other spots. You watch it ram (rather hard) into things repeatedly. It does not learn. It will get stuck in the same places ever time.  It also gets very loud after the first week or so of use. I tried blocking problem areas off, attaching unicorns and bumper pads.  For $10 or $20 bucks it might be a good buy but if you value your sanity STAY AWAY! I'm going to buy a Roborock S4 and throw this thing in the trash.","Reviewed in the United States on August 30, 2020",2 people found this helpful,1,NEGATIVE,0.9997080564498901
4.0 out of 5 stars,"I purchased this sweeper to take care of a task that my recently departed wife took care of for 53 years.  I named it Beth after her.  I have to say that this machine cleans in areas my wife never cleaned like under the beds, furniture, chairs and cabinets and does it every day.  It does get stuck some times but is easy to find and restart.  My only complaint is that it doesn't dust on top of the furniture..  And, I'm not sure how much time it saves me because I find myself watching it and trying to figure out where it is going to go next.'","Reviewed in the United States on December 19, 2019",2 people found this helpful,1,NEGATIVE,0.9786620140075684
5.0 out of 5 stars,"It's no joke--this thing really does work.  I especially like that it can work through Alexa--easy to start even away from home.  It  does require some preparation (long curtains pulled up, shoes moved, doors with high sills closed), but all in all, a great purchase.","Reviewed in the United States on January 18, 2021",2 people found this helpful,1,POSITIVE,0.9993585348129272
5.0 out of 5 stars,"The question we ask ourselves whenever this right-sized cleaner is skittering around our floor is, “why did we wait so long to get one?” Our house has never been cleaner and never with so little effort on our part. It is a good idea to de clutter your house of charger cables, shoestrings, loose clothing, etc. before turning any robot vacuum on. A plus is that these vacs scoot under beds and other places that are difficult to access with a conventional upright. Our house is about 1200 sf, if you have a lager house you might want to consider a larger model.","Reviewed in the United States on January 12, 2019",2 people found this helpful,1,NEGATIVE,0.9940878748893738
3.0 out of 5 stars,For the price I am disappointed. It will not even attempt to go onto area rugs. Set it on the rug and it won't operate at all. Videos on YouTube about blocking the cliff sensors and it will work on thick rugs. But I didn't pay that much to start taping paper over the sensors. Why aren't they programable. On or Off? I have one story house. I don't need cliff sensors for stairs and yet it won't work right because of a feature I don't even want or need. I think I'll send it back. No point in having to get out the old vac and do the area rugs separately.,"Reviewed in the United States on April 1, 2020",2 people found this helpful,1,NEGATIVE,0.9992498755455017
4.0 out of 5 stars,"Does a good job of getting the cat hair and cat litter out of deep pile carpet. However, it tends to get stuck under something at least once every time it runs. It also goes around in circles a lot. I assumed there would be a pattern develop after a while, but it’s like the first time every time it runs. But, I can set it to run at a certain time on certain days, and it will run. Just need to be around to pull it out from under the sofa once or twice. Oh! Added bonus; it fits under the beds! First it’s been vacuumed under there in a while, I can tell you!  Good value for the price. We’ve had it about a month.","Reviewed in the United States on March 11, 2020",One person found this helpful,1,NEGATIVE,0.9788915514945984
5.0 out of 5 stars,"I was very skeptical of a robot vacuum. I figured I'd give it a shot since we have hardwood throughout the house. I was very surprised to see how well it does. Wall-E, as we named it, has significantly reduced the need for full vacuuming with the upright. Wall-E gets in every nook and cranny, gets under the couch and chairs, and leaves the floors looking great. I have a chocolate Lab and a Shiba Inu that leave hair and dust bunnies all over. Wall-E picks it all up. Even with the Shiba going through his early winter molting stage.Wall-E has mapped out our house and only gets stuck under the edge of the dishwasher every once in a great while.Super easy to set up and easy to maintain.","Reviewed in the United States on December 8, 2020",One person found this helpful,1,POSITIVE,0.9982414841651917
2.0 out of 5 stars,After owning it for 4 months this thing gets stuck in my house almost everytime it runs a program. It does require maintenance every month or so to clean the bristles to assure that the brushes are not covered in hair or fur (we have a cat). The sediment bin is too small so cleaning it every after run is advisable otherwise the suction power goes low. It does the job IF it completes it but 90% of the time it gets stuck somewhere. Pay the extra for higher end robot models if you prefer efficiency and programmability.,"Reviewed in the United States on April 20, 2021",One person found this helpful,1,NEGATIVE,0.9993576407432556
5.0 out of 5 stars,"I don’t know how I lived without this Rumba! I have arthritis and scoliosis and it is so difficult to vacuum and it always made me hurt so I put off vacuuming! I have two dogs who shed so it is imperative that my house gets vacuumed often! Now I just push the button and let it go! I do a room or two per day. It is easy to dump the debris and clean the filter! It does an excellent job and I was skeptical at first because it seemed so random but that doesn’t matter, it gets the job done!","Reviewed in the United States on August 31, 2019",One person found this helpful,1,NEGATIVE,0.9354701638221741
4.0 out of 5 stars,"The product gets the job done and saves me time having to sweep/vacuum my floors myself. Easy to empty the trash tray and change the filter. A little noisier than I thought it would be, but no big deal (kind of sounds like a hand-vac). I wish it was a little ""smarter,"" and didn't keep going over the same areas over and over. With all the technology we have, I don't believe that it couldn't be programmed either by the company or by us to have better direction while sweeping, but again, it still saves me time, so it's not a huge deal. I like that it goes over carpet as well as hard floors, and that we can turn it on from an app on our phones while we aren't home. Overall, it was worth buying. Four stars.","Reviewed in the United States on February 3, 2019",One person found this helpful,1,NEGATIVE,0.5147397518157959
2.0 out of 5 stars,"Purchased this to replace a knock-off brand that I also bought off Amazon 13 months ago (it died on schedule, 1 month after the warranty!). The quality of this device with regard to the ability to pick up debris and pet hair is amazing. It does a great job. Running it daily, the bin in full each day.The problem is, it can't automate for the (lack of) life of itself. Each day, it's gotten stuck, gotten lost and battery died while trying to find the dock. (Perspective - It's in a 1-bedroom apartment - hard to get lost and the dock is in the dead center of a an open, minimally furnished den)Even when I'm home and tell it to dock (because it gets so lost the batter is too low to accept commands from Alexa), I have to hand guide it across the apartment step by step stopping it from going away from the dock.Will be returning this one. If you're looking for automation, don't waste your money.","Reviewed in the United States on November 18, 2020",One person found this helpful,1,POSITIVE,0.8613972067832947
1.0 out of 5 stars,"Previously we owned and Eufy. We liked the eufy but felt it didn’t last as long as it should have so we decided to this Roomba a try. Overall the cleaning power of the Roomba is fine. We have a couple issues with it. First, it continuously gets “trapped” in rooms for long periods of time and when this happens it dies and never makes it back to its charging station. Second, when u tell it to dock it can take it up to 30 minutes to dock. The Eufy performed much better in this two regards and was have the price so once this guy proves no longer to be useful or we get tired of the noise(it’s loud comparatively speaking) we will go back to the Eufy","Reviewed in the United States on December 15, 2020",One person found this helpful,1,NEGATIVE,0.9384881258010864
